,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-08-25 00:05,,,,,,,,,,
2026-08-25 00:49,,,,,,,,,,
2026-08-25 01:19,,,,,,,,,,
2026-08-25 01:52,,,,,,,,,,
2026-08-25 02:22,,,,,,,,,,
2026-08-25 03:14,,,,,,,,,,
2026-08-25 07:16,,,,,,,,,,
2026-08-25 07:45,,,,,,,,,,
2026-08-25 08:03,,,,,,,,,,
2026-08-25 09:03,65.0,,35.0,10.0,5.0,5.0,15.0,45.0,,5.0
2026-08-25 09:56,55.0,,35.0,15.0,10.0,10.0,15.0,30.0,5.0,5.0
2026-08-25 10:34,50.0,,55.0,15.0,15.0,20.0,20.0,40.0,5.0,5.0
2026-08-25 11:24,60.0,,30.0,30.0,30.0,20.0,20.0,,5.0,20.0
2026-08-25 12:04,65.0,80.0,45.0,20.0,10.0,5.0,15.0,,5.0,5.0
2026-08-25 12:48,65.0,90.0,35.0,60.0,10.0,10.0,15.0,,5.0,10.0
2026-08-25 13:16,,55.0,35.0,35.0,5.0,5.0,15.0,,5.0,10.0
2026-08-25 13:46,50.0,70.0,35.0,15.0,5.0,5.0,15.0,,15.0,5.0
2026-08-25 14:13,60.0,80.0,40.0,15.0,5.0,5.0,15.0,,15.0,5.0
2026-08-25 14:56,70.0,,40.0,20.0,5.0,5.0,15.0,,15.0,5.0
2026-08-25 15:23,60.0,90.0,45.0,20.0,5.0,5.0,15.0,,5.0,5.0
2026-08-25 15:50,60.0,65.0,50.0,20.0,5.0,5.0,15.0,,5.0,5.0
2026-08-25 16:10,60.0,60.0,45.0,10.0,5.0,5.0,15.0,30.0,5.0,5.0
2026-08-25 16:42,60.0,60.0,35.0,5.0,5.0,5.0,15.0,65.0,5.0,5.0
