,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-08-20 00:44,50.0,20.0,,,5.0,15.0,5.0,5.0,5.0,13.0,5.0,5.0,5.0,10.0,10.0,5.0,10.0,5.0,,
2026-08-20 01:15,,,,,,,,,,,,,,,,,,,,
2026-08-20 01:48,,,,,,,,,,,,,,,,,,,,
2026-08-20 02:18,,,,,,,,,,,,,,,,,,,,
2026-08-20 03:11,,,,,,,,,,,,,,,,,,,,
2026-08-20 07:16,,,,,,,,,,,,,,,,,,,,
2026-08-20 07:44,,,,,,,,,,,,,,,,,,,,
2026-08-20 08:01,,,,,,,,,,,,,,,,,,,,
2026-08-20 09:02,45.0,45.0,15.0,,25.0,,45.0,5.0,5.0,,5.0,5.0,5.0,10.0,20.0,,5.0,5.0,,
2026-08-20 09:51,60.0,40.0,40.0,25.0,35.0,,35.0,5.0,5.0,13.0,5.0,5.0,5.0,15.0,25.0,5.0,15.0,5.0,,
2026-08-20 10:21,60.0,40.0,40.0,45.0,35.0,,50.0,5.0,10.0,20.0,5.0,15.0,0.0,15.0,25.0,10.0,25.0,5.0,,
2026-08-20 10:59,35.0,40.0,55.0,45.0,35.0,,45.0,25.0,10.0,25.0,10.0,20.0,5.0,15.0,,30.0,20.0,5.0,,
2026-08-20 11:32,70.0,70.0,40.0,35.0,45.0,,60.0,10.0,15.0,30.0,20.0,20.0,15.0,10.0,,30.0,20.0,25.0,,
2026-08-20 12:00,75.0,55.0,45.0,65.0,50.0,,60.0,35.0,35.0,35.0,30.0,25.0,10.0,10.0,30.0,30.0,20.0,20.0,,
2026-08-20 12:39,60.0,55.0,45.0,50.0,55.0,,55.0,,25.0,40.0,20.0,25.0,15.0,15.0,40.0,40.0,15.0,15.0,,
2026-08-20 13:03,55.0,55.0,45.0,35.0,50.0,35.0,60.0,,15.0,30.0,35.0,25.0,10.0,15.0,35.0,35.0,20.0,30.0,,
2026-08-20 13:38,65.0,50.0,45.0,45.0,40.0,55.0,,10.0,35.0,35.0,25.0,15.0,10.0,15.0,35.0,30.0,15.0,20.0,,
2026-08-20 13:59,65.0,40.0,30.0,,35.0,50.0,,10.0,15.0,35.0,35.0,15.0,10.0,15.0,35.0,15.0,15.0,25.0,,
2026-08-20 14:39,70.0,60.0,45.0,80.0,55.0,60.0,,10.0,5.0,40.0,25.0,15.0,10.0,15.0,30.0,20.0,20.0,15.0,,
2026-08-20 15:17,65.0,,,,45.0,,,,,35.0,25.0,,20.0,15.0,25.0,40.0,,40.0,,
