,Expedition Everest,Flight of Passage,Na'vi River Journey,Kilimanjaro Safaris,Kali River Rapids
2026-08-16 00:06,,,,,
2026-08-16 00:46,,,,,
2026-08-16 01:13,,,,,
2026-08-16 01:44,,,,,
2026-08-16 02:02,,,,,
2026-08-16 02:53,,,,,
2026-08-16 03:23,,,,,
2026-08-16 07:10,,,,,
2026-08-16 07:31,,30.0,10.0,,
2026-08-16 07:47,5.0,50.0,10.0,,
2026-08-16 07:59,5.0,60.0,10.0,,
2026-08-16 08:38,10.0,85.0,20.0,35.0,
2026-08-16 09:16,20.0,60.0,30.0,50.0,
2026-08-16 09:45,25.0,55.0,40.0,45.0,10.0
2026-08-16 10:00,25.0,55.0,40.0,55.0,10.0
2026-08-16 10:25,35.0,50.0,50.0,60.0,35.0
2026-08-16 10:45,35.0,50.0,35.0,55.0,45.0
2026-08-16 10:59,35.0,65.0,35.0,55.0,45.0
2026-08-16 11:21,35.0,65.0,55.0,45.0,55.0
2026-08-16 11:40,45.0,55.0,55.0,45.0,30.0
2026-08-16 11:54,40.0,55.0,60.0,50.0,30.0
2026-08-16 12:10,40.0,55.0,65.0,40.0,25.0
2026-08-16 12:39,40.0,50.0,45.0,20.0,75.0
2026-08-16 12:56,40.0,55.0,45.0,10.0,65.0
2026-08-16 13:13,25.0,55.0,45.0,15.0,65.0
2026-08-16 13:33,30.0,50.0,40.0,20.0,25.0
2026-08-16 13:49,30.0,50.0,35.0,20.0,20.0
2026-08-16 13:59,25.0,60.0,40.0,20.0,25.0
2026-08-16 14:29,20.0,55.0,45.0,10.0,75.0
