,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-03-20 00:01,,,,,,,,,,,,,,,,,,,,
2026-03-20 01:19,,,,,,,,,,,,,,,,,,,,
2026-03-20 02:09,,,,,,,,,,,,,,,,,,,,
2026-03-20 03:12,,,,,,,,,,,,,,,,,,,,
2026-03-20 07:23,,,,,,,,,,,,,,,,,,,,
2026-03-20 07:49,,,,,,,,,,,,,,,,,,,,
2026-03-20 08:03,,,,,,,,,,,,,,,,,,,,
2026-03-20 09:20,95.0,65.0,35.0,10.0,45.0,,40.0,10.0,5.0,13.0,,5.0,10.0,15.0,40.0,5.0,15.0,10.0,5.0,
2026-03-20 10:08,95.0,60.0,40.0,15.0,45.0,,45.0,15.0,15.0,20.0,,15.0,10.0,15.0,55.0,20.0,20.0,10.0,5.0,
2026-03-20 10:59,95.0,65.0,30.0,30.0,60.0,,55.0,20.0,25.0,30.0,,30.0,25.0,15.0,35.0,25.0,15.0,15.0,5.0,
2026-03-20 11:43,110.0,70.0,65.0,,45.0,,60.0,,40.0,35.0,,25.0,30.0,15.0,35.0,40.0,25.0,20.0,5.0,
