,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-08-21 00:18,,,,,,,,,,
2026-08-21 00:58,,,,,,,,,,
2026-08-21 01:35,,,,,,,,,,
2026-08-21 02:01,,,,,,,,,,
2026-08-21 03:00,,,,,,,,,,
2026-08-21 07:16,,,,,,,,,,
2026-08-21 07:43,,,,,,,,,,
2026-08-21 08:01,,,,,,,,,,
2026-08-21 08:59,60.0,85.0,35.0,5.0,,5.0,15.0,30.0,,5.0
2026-08-21 09:45,60.0,65.0,30.0,10.0,5.0,20.0,15.0,40.0,5.0,5.0
2026-08-21 10:18,65.0,60.0,30.0,25.0,5.0,20.0,15.0,40.0,5.0,5.0
2026-08-21 10:56,65.0,65.0,30.0,35.0,15.0,30.0,15.0,40.0,5.0,15.0
2026-08-21 11:24,105.0,70.0,55.0,35.0,15.0,35.0,15.0,45.0,5.0,20.0
2026-08-21 11:54,105.0,70.0,55.0,25.0,15.0,20.0,15.0,50.0,5.0,20.0
2026-08-21 12:15,105.0,70.0,45.0,30.0,10.0,25.0,15.0,50.0,5.0,10.0
2026-08-21 12:51,70.0,65.0,40.0,40.0,15.0,30.0,15.0,70.0,10.0,10.0
2026-08-21 13:14,75.0,60.0,50.0,50.0,10.0,25.0,15.0,70.0,10.0,10.0
2026-08-21 13:45,60.0,65.0,50.0,25.0,5.0,15.0,15.0,60.0,5.0,10.0
