,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-08-21 00:18,,,,,,,,
2026-08-21 00:58,,,,,,,,
2026-08-21 01:35,,,,,,,,
2026-08-21 02:01,,,,,,,,
2026-08-21 03:00,,,,,,,,
2026-08-21 07:16,,,,,,,,
2026-08-21 07:43,,,,,,,,
2026-08-21 08:01,,,,,,,,
2026-08-21 08:59,30.0,,13.0,25.0,60.0,25.0,30.0,5.0
2026-08-21 09:45,50.0,,60.0,20.0,65.0,40.0,25.0,5.0
2026-08-21 10:18,50.0,,55.0,30.0,65.0,40.0,45.0,10.0
2026-08-21 10:56,65.0,,35.0,50.0,80.0,55.0,50.0,5.0
2026-08-21 11:24,,,45.0,45.0,80.0,50.0,50.0,15.0
2026-08-21 11:54,35.0,,55.0,50.0,95.0,55.0,45.0,20.0
2026-08-21 12:15,60.0,,40.0,50.0,95.0,45.0,55.0,5.0
2026-08-21 12:51,90.0,,50.0,45.0,95.0,40.0,40.0,15.0
2026-08-21 13:14,120.0,,45.0,35.0,60.0,45.0,50.0,10.0
2026-08-21 13:45,125.0,,30.0,45.0,70.0,45.0,40.0,5.0
